   15.4857750       3.22876945E-02   6.45753890E-02
   3.22876945E-02   5.43922244E-04 -0.568673551       6.18762104E-04  0.225916699    
   6.45753890E-02   4.58528735E-02   5.53316288E-02   3.08489688E-02   1.71250682E-02
   9.68630835E-02 -0.423734903     -0.888946891       6.87743202E-02  0.203084469    
  0.129150778      -4.23226953E-02 -0.304264873       1.64123233E-02   8.80713984E-02
  0.161438465      -1.76761635E-02  0.368902296       1.72491111E-02   8.37642476E-02
  0.193726152       2.67178323E-02   3.26132402E-02   6.85284752E-03   6.22558445E-02
  0.226013869     -0.114103720     -0.112198994       3.06748264E-02   2.81049386E-02
  0.258301556      -7.14845508E-02 -0.122413009       2.11519487E-02   4.04653363E-02
  0.290589243      -2.56247935E-03   8.58600587E-02   3.28245834E-02   2.31104847E-02
  0.322876930      0.155637890       4.78802621E-02   5.65523356E-02   1.30895115E-02
  0.355164617      -5.42671010E-02   2.57698819E-02   2.43053436E-02   1.25896167E-02
  0.387452334     -0.106425002      -1.95536483E-02   4.23918851E-02   1.11752898E-02
  0.419740021      -1.01401387E-02  0.134603828       1.66998561E-02   4.52330932E-02
  0.452027708       3.85225713E-02  -3.19451690E-02   3.63748595E-02   1.72916502E-02
  0.484315425      0.215736985       5.53403981E-03   7.97762647E-02   4.42048861E-03
  0.516603112      -8.57289210E-02  -6.85916692E-02   3.62536237E-02   1.97997149E-02
  0.548890829      0.104998402       5.15939854E-02   5.01349196E-02   2.00683158E-02
  0.581178546      -4.88369130E-02   1.39740631E-02   2.12731063E-02   1.10219177E-02
  0.613466203      -2.56188139E-02  -1.90565549E-02   8.02901853E-03   7.25041609E-03
  0.645753920      -4.51442003E-02   2.74107954E-03   1.32275615E-02   5.39663807E-03
  0.678041577      0.116842352      -8.95351097E-02   6.03207499E-02   3.68688777E-02
  0.710329294      -1.23781245E-02   3.48338224E-02   6.94063958E-03   1.31848929E-02
  0.742617011       1.39269009E-02  -1.99520290E-02   1.19585162E-02   9.94660240E-03
  0.774904668       1.17321135E-02  -7.49431783E-03   4.38175071E-03   3.20146396E-03
  0.807192385      -8.05645902E-03   2.61850934E-02   4.12531383E-03   1.38015104E-02
  0.839480102       6.86138570E-02  -1.67332329E-02   3.87245826E-02   1.34824766E-02
  0.871767759      -1.60393231E-02   2.68990286E-02   7.60733336E-03   1.00329267E-02
  0.904055476       3.73231843E-02  -5.04449382E-02   1.50631471E-02   2.80409008E-02
  0.936343193      -5.82769560E-03   1.73396543E-02   2.27290322E-03   6.63132826E-03
  0.968630850       4.72232401E-02   1.57850888E-02   1.95012931E-02   1.17146512E-02
   1.00091851      -7.25985393E-02   2.93531343E-02   3.63611132E-02   1.25613296E-02
   1.03320622      -4.91559654E-02  -1.71195623E-02   2.42968071E-02   8.92379973E-03
   1.06549394       1.29240407E-02   1.21508827E-02   7.08681624E-03   8.19262583E-03
   1.09778166      -2.99461801E-02  -3.00353225E-02   1.37423594E-02   1.07751787E-02
   1.13006938      -4.80945706E-02   3.33517254E-03   2.36661527E-02   3.49589414E-03
   1.16235697      -6.89402223E-04  -3.43775451E-02   4.11514798E-03   1.69652719E-02
   1.19464469       2.03252099E-02  -3.65993083E-02   7.82246422E-03   1.45475371E-02
   1.22693241      -8.25575495E-04   4.69743594E-04   4.08290280E-03   4.40059742E-03
   1.25922012      -1.93240903E-02  -1.72209572E-02   8.60851165E-03   7.40248384E-03
   1.29150784       3.53010534E-03   1.77635462E-03   4.70312545E-03   3.43267247E-03
   1.32379544      -4.23276052E-02  -3.39550665E-03   1.87309720E-02   2.36650207E-03
   1.35608315      -6.10042457E-03   2.45970837E-03   3.66893457E-03   2.33275793E-03
   1.38837087       1.66232456E-02   1.11126015E-02   9.98746883E-03   4.76888753E-03
