   4.80209477E-03   6.04913104E-03 F T
 -0.541759133       4.83930483E-02 F T
   7.76150227E-02   1.20982621E-02 F T
   4.87791002E-02   6.04913104E-03 F T
 -0.440644145       2.15080213E-02 F T
 -0.994700372       4.30160426E-02 F T
  -4.64810804E-02   2.41965242E-02 F T
 -0.362747639       1.20982621E-02 F T
  -1.62510611E-02   7.74288690E-03 F T
  0.429964930       7.74288690E-03 F T
   3.01537570E-02   2.15080231E-02 F T
   3.61284800E-02   2.15080231E-02 F T
 -0.125182405       3.95045290E-03 F T
 -0.144232005       3.16036232E-02 F T
  -7.47350976E-02   3.02456552E-03 F T
 -0.142917171       1.20982621E-02 F T
   1.74620412E-02   9.55912005E-03 F T
  0.104960822       9.55912005E-03 F T
  0.191630885       1.93572172E-03 F T
   5.63181713E-02   7.74288690E-03 F T
  -6.52534515E-02   6.39908155E-03 F T
   8.38393904E-03   6.39908155E-03 F T
 -0.122807026       1.07540106E-02 F T
  -3.91326211E-02   2.15080213E-02 F T
   4.95877676E-03   1.83263607E-02 F T
  0.158337086       1.83263607E-02 F T
   7.66937807E-02   3.95045290E-03 F T
  -1.88497864E-02   3.95045290E-03 F T
  0.267274171       6.88256696E-03 F T
   4.69933357E-03   6.88256696E-03 F T
 -0.112947971       1.20982621E-02 F T
  -8.03336203E-02   1.20982621E-02 F T
  0.136817440       5.35839982E-03 F T
   6.27933070E-02   1.07167996E-02 F T
  -5.14912903E-02   9.55911819E-03 F T
   2.59448159E-02   1.91182364E-02 F T
  -2.62379386E-02   4.28968808E-03 F T
  -1.85573045E-02   3.43175046E-02 F T
  -4.87869494E-02   1.54857738E-02 F T
   9.16959136E-04   7.74288690E-03 F T
  0.158124045       1.40460553E-02 F T
 -0.108114541       1.40460553E-02 F T
  -7.35499896E-03   3.19954008E-03 F T
   4.89226468E-02   6.39908016E-03 F T
   1.12651186E-02   5.85473469E-03 F T
  -2.04509292E-02   1.17094694E-02 F T
   1.49781350E-04   1.07540106E-02 F T
  -3.52826063E-03   5.37700532E-03 F T
  -1.78028066E-02   2.47772387E-03 F T
   3.89254242E-02   4.95544774E-03 F T
   9.90299508E-02   1.83263589E-02 F T
  -2.89623141E-02   9.16317943E-03 F T
  -2.51753908E-02   8.49699602E-03 F T
   3.44430767E-02   8.49699602E-03 F T
   4.18289341E-02   7.90090580E-03 F T
  -7.34445751E-02   7.90090580E-03 F T
  -5.26382029E-03   7.36540928E-03 F T
   3.21477801E-02   1.47308186E-02 F T
   6.05136827E-02   1.37651339E-02 F T
   2.74247434E-02   5.50605357E-02 F T
  -9.75653231E-02   6.44569239E-03 F T
   3.55015174E-02   6.44569239E-03 F T
  -6.34750947E-02   6.04913104E-03 F T
  -3.26416977E-02   1.20982621E-02 F T
   2.20910497E-02   5.68807172E-03 F T
  -1.31517253E-03   1.13761434E-02 F T
  -2.15535350E-02   1.07167996E-02 F T
  -3.54913175E-02   1.07167996E-02 F T
  -5.42987138E-02   1.01131573E-02 F T
   1.50108640E-03   4.04526293E-02 F T
  -3.79205868E-03   1.91182401E-02 F T
  -3.49118635E-02   9.55912005E-03 F T
   1.98799148E-02   9.04939417E-03 F T
  -4.44049612E-02   9.04939417E-03 F T
   6.18451834E-03   8.57937615E-03 F T
  -9.48099478E-04   8.57937615E-03 F T
  -1.07155275E-02   8.14505015E-03 F T
  -2.29402091E-02   4.07252507E-03 F T
   1.49110379E-03   7.74288690E-03 F T
   1.71038869E-03   7.74288690E-03 F T
  -5.22017218E-02   3.68489581E-03 F T
  -1.42868410E-03   7.36979162E-03 F T
  -4.16068826E-03   2.80921105E-02 F T
   6.65132236E-03   1.40460553E-02 F T
   2.42416244E-02   6.70017302E-03 F T
   8.17070343E-03   1.34003460E-02 F T
   6.40132651E-03   6.39908016E-03 F T
  -3.50074586E-03   1.27981603E-02 F T
  -6.49681664E-04   1.22356741E-02 F T
  -1.53475394E-02   6.11783704E-03 F T
   2.44437391E-03   5.85473469E-03 F T
  -2.64910311E-02   1.17094694E-02 F T
  -2.37818584E-02   1.12164961E-02 F T
   5.14199212E-03   1.12164961E-02 F T
   8.00998602E-03   1.07540106E-02 F T
  -1.43841235E-02   2.15080213E-02 F T
  -1.92618053E-02   5.15977526E-03 F T
   9.71910916E-03   1.03195505E-02 F T
   7.18694553E-02   9.91089549E-03 F T
  -1.80721339E-02   1.98217910E-02 F T
   9.85085499E-03   1.90520845E-02 F T
   6.08753189E-02   1.90520845E-02 F T
  -5.99904023E-02   1.83263607E-02 F T
   9.03244130E-03   9.16318037E-03 F T
   1.12476982E-02   8.82066227E-03 F T
   4.97329496E-02   8.82066227E-03 F T
   3.47857438E-02   3.39879841E-02 F T
  -3.98873799E-02   1.69939920E-02 F T
  -6.54309010E-03   3.27632949E-02 F T
  -2.86696069E-02   1.63816474E-02 F T
  -2.90023983E-02   1.58018116E-02 F T
   4.64439541E-02   1.58018116E-02 F T
  -2.05947161E-02   1.52522232E-02 F T
  -3.83585431E-02   7.62611162E-03 F T
   3.08424979E-02   5.89232817E-02 F T
   9.96697042E-03   1.47308204E-02 F T
   3.82716767E-04   1.42357023E-02 F T
  -1.04991570E-02   2.84714047E-02 F T
  -9.38524771E-03   1.37651339E-02 F T
  -5.98517712E-03   1.37651339E-02 F T
   7.35538155E-02   6.65875897E-03 F T
   1.63419042E-02   2.66350359E-02 F T
   5.81308035E-03   2.57827695E-02 F T
  -2.34207269E-02   6.44569239E-03 F T
   6.13145158E-03   1.24853831E-02 F T
   2.76251696E-03   4.99415323E-02 F T
   1.47474008E-02   3.02456552E-03 F T
   4.68670093E-02   2.41965242E-02 F T
  -5.07730665E-03   1.17288707E-02 F T
   3.16466554E-04   1.17288707E-02 F T
  -2.48867683E-02   5.68807311E-03 F T
   6.00741990E-03   1.13761462E-02 F T
   2.22321711E-02   1.10390913E-02 F T
  -2.22552177E-02   1.10390913E-02 F T
  -1.21175079E-03   2.14336030E-02 F T
   2.34190859E-02   5.35840075E-03 F T
  -2.79832166E-02   2.08168365E-02 F T
  -5.99908829E-03   2.08168365E-02 F T
   2.71866098E-04   2.02263184E-02 F T
   1.88209824E-02   1.01131592E-02 F T
   1.51270339E-02   1.96605809E-02 F T
  -5.06921252E-03   1.96605809E-02 F T
  -7.99344759E-03   1.91182401E-02 F T
   2.37940485E-03   9.55912005E-03 F T
  -1.14714522E-02   9.29902308E-03 F T
   1.87642258E-02   9.29902308E-03 F T
  -3.76066728E-03   1.80987883E-02 F T
  -3.33274826E-02   3.61975767E-02 F T
  -1.95757113E-03   4.40484285E-03 F T
   3.19160260E-02   8.80968571E-03 F T
   1.10390480E-04   3.43175121E-02 F T
  -1.30820721E-02   1.71587560E-02 F T
  -1.75613575E-02   1.67159643E-02 F T
  -1.48266079E-02   4.17899108E-03 F T
   2.45288648E-02   4.07252554E-03 F T
   1.14324559E-02   1.62901022E-02 F T
  -1.47164147E-02   3.17606032E-02 F T
  -2.69552041E-03   3.17606032E-02 F T
   1.54717006E-02   1.54857738E-02 F T
   2.43874583E-02   7.74288690E-03 F T
  -1.74586102E-03   3.02115493E-02 F T
   9.28307418E-03   7.55288731E-03 F T
  -1.64666697E-02   1.47395832E-02 F T
  -8.03720579E-03   2.94791665E-02 F T
  -2.40847608E-03   2.87731104E-02 F T
  -6.43010763E-03   2.87731104E-02 F T
  -1.99388973E-02   1.40460553E-02 F T
  -6.39328407E-03   1.40460553E-02 F T
   2.99836230E-02   5.48700206E-02 F T
   1.26318922E-02   2.74350103E-02 F T
  -4.70780283E-02   1.34003460E-02 F T
  -2.21869089E-02   1.34003460E-02 F T
   9.17724334E-03   2.61881240E-02 F T
   1.16554312E-02   1.30940620E-02 F T
  -4.86868760E-03   6.39908155E-03 F T
  -3.16219442E-02   1.27981631E-02 F T
   1.95636731E-02   2.50243545E-02 F T
   4.96556377E-03   5.00487089E-02 F T
  -2.65375748E-02   2.44713537E-02 F T
  -3.17829736E-02   2.44713537E-02 F T
  -3.23917065E-03   1.19682355E-02 F T
   9.09002591E-03   2.39364710E-02 F T
   1.78645533E-02   4.68378849E-02 F T
   8.87460075E-04   4.68378849E-02 F T
  -1.82642974E-02   4.58360389E-02 F T
   1.53460763E-02   2.29180194E-02 F T
  -4.20858860E-02   2.24329922E-02 F T
  -1.47039564E-02   2.24329922E-02 F T
  -4.81051859E-03   2.19632071E-02 F T
   6.12596236E-03   2.19632071E-02 F T
  -7.33670685E-03   1.07540106E-02 F T
   2.18548458E-02   1.07540106E-02 F T
   0.00000000       0.00000000     F F
   4.14611027E-02   2.50000004E-02 T T
   1.00000000       0.00000000     F T
   15.4857750       0.00000000     T F
   6.45753890E-02   0.00000000     T F
   2.00000000       0.00000000     F F
   2.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
  0.948759913       5.52427163E-03 F T
  0.945234835       1.10485433E-02 F T
  0.952665508      0.176776692     F T
  0.989622116       2.20970865E-02 F T
  -2.23843567E-02   1.40886903E-02 F T
  -4.12967093E-02   1.64869279E-02 F T
  -2.18320116E-02   4.69466262E-02 F T
  -2.95234155E-02  0.103299610     F T
   500.000000       9.99999978E-03 T F
  0.750000000       0.00000000     T F
  0.750000000       0.00000000     T F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   1.00000000       0.00000000     F F
   1.00000000       0.00000000     F F
   1.00000000       0.00000000     F F
   1.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     T F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   2.00000000       0.00000000     F F
   2.00000000       0.00000000     F F
   2.00000000       0.00000000     F F
   2.00000000       0.00000000     F F
   0.00000000       0.00000000     T F
   0.00000000       0.00000000     T F
   0.00000000       0.00000000     T F
   0.00000000       0.00000000     T F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
