           1   690526.500      0.100000001       1.00000000      0.750000000      0.750000000      0.515187144      0.707163930      0.894877791       1.09125245    
           2   561266.250       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           3   275871.688       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           4   202835.016       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           5   174971.156       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           6   107271.773       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           7   83317.7344       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           8   70072.4688       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
           9   56228.3477       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
          10   44011.9648       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
          11   39824.4844       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
          12   36919.0195       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
          13   34020.0898       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
          14   27669.7207       6.90419823E-02   1.00000000      0.750000000      0.750000000      0.464402348      0.638982534      0.807958484      0.984480977    
          15   24631.3223       5.70146181E-02   1.00000000      0.750000000      0.750000000      0.440303922      0.606579244      0.766745329      0.933842421    
          16   17535.6680       5.45159690E-02   1.00000000      0.750000000      0.750000000      0.434904546      0.599295139      0.757520735      0.922499001    
          17   15439.6289       5.45159690E-02   1.00000000      0.750000000      0.750000000      0.434904546      0.599295139      0.757520735      0.922499001    
          18   13719.7881       4.69378531E-02   1.00000000      0.750000000      0.750000000      0.417294383      0.575614214      0.727393329      0.885505676    
          19   10288.7012       4.69378531E-02   1.00000000      0.750000000      0.750000000      0.417294383      0.575614214      0.727393329      0.885505676    
          20   9717.27051       4.69378531E-02   1.00000000      0.750000000      0.750000000      0.417294383      0.575614214      0.727393329      0.885505676    
          21   9545.81836       4.69378531E-02   1.00000000      0.750000000      0.750000000      0.417294383      0.575614214      0.727393329      0.885505676    
          22   9132.47363       4.69378531E-02   1.00000000      0.750000000      0.750000000      0.417294383      0.575614214      0.727393329      0.885505676    
          23   8734.61621       4.57899384E-02   1.00000000      0.750000000      0.750000000      0.414471954      0.571811378      0.722575963      0.879577458    
          24   7995.10742       4.40091528E-02   1.00000000      0.750000000      0.750000000      0.410048068      0.565841973      0.715020418      0.870286644    
          25   7871.29199       4.40091528E-02   1.00000000      0.750000000      0.750000000      0.410048068      0.565841973      0.715020418      0.870286644    
          26   7811.17480       4.37581353E-02   1.00000000      0.750000000      0.750000000      0.409412980      0.564985573      0.713935316      0.868952692    
          27   7369.94336       4.37581353E-02   1.00000000      0.750000000      0.750000000      0.409412980      0.564985573      0.713935316      0.868952692    
          28   6896.06055       4.37581353E-02   1.00000000      0.750000000      0.750000000      0.409412980      0.564985573      0.713935316      0.868952692    
          29   6797.47803       4.37581353E-02   1.00000000      0.750000000      0.750000000      0.409412980      0.564985573      0.713935316      0.868952692    
          30   6408.47314       4.35484797E-02   1.00000000      0.750000000      0.750000000      0.408894897      0.564289153      0.713049173      0.867864609    
          31   6019.33496       4.35484797E-02   1.00000000      0.750000000      0.750000000      0.408894897      0.564289153      0.713049173      0.867864609    
