  -17.5399323     -0.354889721     -0.354889721     -0.354889721    
  -17.3399315     -0.469264001     -0.469264001     -0.469264001    
  -17.1399326     -0.530977666     -0.530977666     -0.530977666    
  -16.9399319     -0.545835435     -0.545835435     -0.545835435    
  -16.7399330     -0.528670430     -0.528670430     -0.528670430    
  -16.5399323     -0.496973425     -0.496973425     -0.496973425    
  -16.3399315     -0.464224964     -0.464224964     -0.464224964    
  -16.1399326     -0.435286582     -0.435286582     -0.435286582    
  -15.9399319     -0.405415505     -0.405415505     -0.405415505    
  -15.7399321     -0.363273740     -0.363273740     -0.363273740    
  -15.5399323     -0.296763897     -0.296763897     -0.296763897    
  -15.3399324     -0.199603915     -0.199603915     -0.199603915    
  -15.1399326      -7.61023164E-02  -7.61023164E-02  -7.61023164E-02
  -14.9399319       5.77001572E-02   5.77001572E-02   5.77001572E-02
  -14.7399321      0.177260488      0.177260488      0.177260488    
  -14.5399323      0.256274253      0.256274253      0.256274253    
  -14.3399324      0.274841517      0.274841517      0.274841517    
  -14.1399326      0.226356596      0.226356596      0.226356596    
  -13.9399319      0.120748259      0.120748259      0.120748259    
  -13.7399321      -1.72237456E-02  -1.72237456E-02  -1.72237456E-02
  -13.5399323     -0.154302821     -0.154302821     -0.154302821    
  -13.3399315     -0.257916301     -0.257916301     -0.257916301    
  -13.1399326     -0.305436671     -0.305436671     -0.305436671    
  -12.9399319     -0.290694416     -0.290694416     -0.290694416    
  -12.7399321     -0.225733951     -0.225733951     -0.225733951    
  -12.5399323     -0.137281939     -0.137281939     -0.137281939    
  -12.3399315      -5.90238534E-02  -5.90238534E-02  -5.90238534E-02
  -12.1399326      -2.20361408E-02  -2.20361408E-02  -2.20361408E-02
  -11.9399319      -4.62713838E-02  -4.62713838E-02  -4.62713838E-02
  -11.7399321     -0.135563552     -0.135563552     -0.135563552    
  -11.5399323     -0.277456045     -0.277456045     -0.277456045    
  -11.3399315     -0.447660029     -0.447660029     -0.447660029    
  -11.1399326     -0.617522478     -0.617522478     -0.617522478    
  -10.9399319     -0.762042344     -0.762042344     -0.762042344    
  -10.7399321     -0.865993083     -0.865993083     -0.865993083    
  -10.5399323     -0.926428616     -0.926428616     -0.926428616    
  -10.3399315     -0.951151252     -0.951151252     -0.951151252    
  -10.1399326     -0.954001963     -0.954001963     -0.954001963    
  -9.93993187     -0.948838711     -0.948838711     -0.948838711    
  -9.73993206     -0.944338739     -0.944338739     -0.944338739    
  -9.53993225     -0.941332757     -0.941332757     -0.941332757    
  -9.33993244     -0.933414161     -0.933414161     -0.933414161    
  -9.13993168     -0.910421968     -0.910421968     -0.910421968    
  -8.93993187     -0.863423407     -0.863423407     -0.863423407    
  -8.73993206     -0.789330423     -0.789330423     -0.789330423    
  -8.53993225     -0.693535864     -0.693535864     -0.693535864    
  -8.33993244     -0.589629591     -0.589629591     -0.589629591    
  -8.13993168     -0.496253520     -0.496253520     -0.496253520    
  -7.93993187     -0.432151049     -0.432151049     -0.432151049    
  -7.73993206     -0.410952389     -0.410952389     -0.410952389    
  -7.53993225     -0.437358111     -0.437358111     -0.437358111    
  -7.33993244     -0.505859256     -0.505859256     -0.505859256    
  -7.13993168     -0.602357209     -0.602357209     -0.602357209    
  -6.93993187     -0.708117366     -0.708117366     -0.708117366    
  -6.73993206     -0.804850399     -0.804850399     -0.804850399    
  -6.53993225     -0.879483581     -0.879483581     -0.879483581    
  -6.33993244     -0.927234828     -0.927234828     -0.927234828    
  -6.13993168     -0.952307105     -0.952307105     -0.952307105    
  -5.93993187     -0.966097832     -0.966097832     -0.966097832    
  -5.73993206     -0.983537316     -0.983537316     -0.983537316    
  -5.53993225      -1.01867175      -1.01867175      -1.01867175    
  -5.33993244      -1.08060515      -1.08060515      -1.08060515    
  -5.13993168      -1.17085505      -1.17085505      -1.17085505    
  -4.93993187      -1.28269029      -1.28269029      -1.28269029    
  -4.73993206      -1.40254009      -1.40254009      -1.40254009    
  -4.53993225      -1.51302171      -1.51302171      -1.51302171    
  -4.33993244      -1.59692156      -1.59692156      -1.59692156    
  -4.13993168      -1.64114428      -1.64114428      -1.64114428    
  -3.93993187      -1.63984430      -1.63984430      -1.63984430    
  -3.73993206      -1.59594870      -1.59594870      -1.59594870    
  -3.53993225      -1.52086520      -1.52086520      -1.52086520    
  -3.33993244      -1.43226671      -1.43226671      -1.43226671    
  -3.13993168      -1.35046375      -1.35046375      -1.35046375    
  -2.93993187      -1.29409432      -1.29409432      -1.29409432    
  -2.73993206      -1.27602637      -1.27602637      -1.27602637    
  -2.53993225      -1.30052745      -1.30052745      -1.30052745    
  -2.33993244      -1.36227596      -1.36227596      -1.36227596    
  -2.13993168      -1.44770324      -1.44770324      -1.44770324    
  -1.93993187      -1.53822720      -1.53822720      -1.53822720    
  -1.73993206      -1.61480045      -1.61480045      -1.61480045    
  -1.53993225      -1.66251278      -1.66251278      -1.66251278    
  -1.33993149      -1.67404926      -1.67404926      -1.67404926    
  -1.13993263      -1.65114844      -1.65114844      -1.65114844    
 -0.939931870      -1.60358047      -1.60358047      -1.60358047    
 -0.739931107      -1.54592383      -1.54592383      -1.54592383    
 -0.539932251      -1.49321389      -1.49321389      -1.49321389    
 -0.339931488      -1.45669174      -1.45669174      -1.45669174    
 -0.139932632      -1.44084013      -1.44084013      -1.44084013    
   6.00681305E-02  -1.44281411      -1.44281411      -1.44281411    
  0.260068893      -1.45406902      -1.45406902      -1.45406902    
  0.460067749      -1.46380520      -1.46380520      -1.46380520    
  0.660068512      -1.46282744      -1.46282744      -1.46282744    
  0.860067368      -1.44663453      -1.44663453      -1.44663453    
   1.06006813      -1.41658854      -1.41658854      -1.41658854    
   1.26006889      -1.37881970      -1.37881970      -1.37881970    
   1.46006775      -1.34136343      -1.34136343      -1.34136343    
   1.66006851      -1.31062663      -1.31062663      -1.31062663    
   1.86006737      -1.28855813      -1.28855813      -1.28855813    
   2.06006813      -1.27165747      -1.27165747      -1.27165747    
   2.26006889      -1.25234532      -1.25234532      -1.25234532    
   2.46006775      -1.22225738      -1.22225738      -1.22225738    
   2.66006851      -1.17627525      -1.17627525      -1.17627525    
   2.86006737      -1.11582398      -1.11582398      -1.11582398    
   3.06006813      -1.05002654      -1.05002654      -1.05002654    
   3.26006889     -0.994149446     -0.994149446     -0.994149446    
   3.46006775     -0.965557337     -0.965557337     -0.965557337    
   3.66006851     -0.978539646     -0.978539646     -0.978539646    
   3.86006737      -1.03960323      -1.03960323      -1.03960323    
   4.06006813      -1.14497936      -1.14497936      -1.14497936    
   4.26006889      -1.28129315      -1.28129315      -1.28129315    
   4.46006775      -1.42922437      -1.42922437      -1.42922437    
   4.66006851      -1.56911886      -1.56911886      -1.56911886    
   4.86006737      -1.68657863      -1.68657863      -1.68657863    
   5.06006813      -1.77619517      -1.77619517      -1.77619517    
   5.26006889      -1.84212923      -1.84212923      -1.84212923    
   5.46006775      -1.89530051      -1.89530051      -1.89530051    
   5.66006851      -1.94821668      -1.94821668      -1.94821668    
   5.86006737      -2.00931382      -2.00931382      -2.00931382    
   6.06006813      -2.07885575      -2.07885575      -2.07885575    
   6.26006889      -2.14801264      -2.14801264      -2.14801264    
   6.46006775      -2.20152259      -2.20152259      -2.20152259    
   6.66006851      -2.22322083      -2.22322083      -2.22322083    
   6.86006737      -2.20233369      -2.20233369      -2.20233369    
   7.06006813      -2.13852477      -2.13852477      -2.13852477    
   7.26006889      -2.04351425      -2.04351425      -2.04351425    
   7.46006775      -1.93873262      -1.93873262      -1.93873262    
   7.66006851      -1.84934115      -1.84934115      -1.84934115    
   7.86006737      -1.79670370      -1.79670370      -1.79670370    
   8.06006813      -1.79159558      -1.79159558      -1.79159558    
   8.26006889      -1.83062732      -1.83062732      -1.83062732    
   8.46006775      -1.89703166      -1.89703166      -1.89703166    
   8.66006851      -1.96570826      -1.96570826      -1.96570826    
   8.86006737      -2.01098418      -2.01098418      -2.01098418    
   9.06006813      -2.01445913      -2.01445913      -2.01445913    
   9.26006889      -1.97054398      -1.97054398      -1.97054398    
   9.46006775      -1.88777387      -1.88777387      -1.88777387    
   9.66006851      -1.78564763      -1.78564763      -1.78564763    
   9.86006737      -1.68805611      -1.68805611      -1.68805611    
   10.0600681      -1.61552870      -1.61552870      -1.61552870    
   10.2600689      -1.57902956      -1.57902956      -1.57902956    
   10.4600677      -1.57712185      -1.57712185      -1.57712185    
   10.6600685      -1.59744668      -1.59744668      -1.59744668    
   10.8600674      -1.62175155      -1.62175155      -1.62175155    
   11.0600681      -1.63257897      -1.63257897      -1.63257897    
   11.2600689      -1.61924469      -1.61924469      -1.61924469    
   11.4600677      -1.58096623      -1.58096623      -1.58096623    
   11.6600685      -1.52618074      -1.52618074      -1.52618074    
   11.8600674      -1.46849418      -1.46849418      -1.46849418    
   12.0600681      -1.42078769      -1.42078769      -1.42078769    
   12.2600689      -1.38981760      -1.38981760      -1.38981760    
   12.4600677      -1.37331676      -1.37331676      -1.37331676    
   12.6600685      -1.36065018      -1.36065018      -1.36065018    
   12.8600674      -1.33689451      -1.33689451      -1.33689451    
   13.0600681      -1.28869343      -1.28869343      -1.28869343    
   13.2600689      -1.20986879      -1.20986879      -1.20986879    
   13.4600677      -1.10457265      -1.10457265      -1.10457265    
   13.6600685     -0.986772537     -0.986772537     -0.986772537    
   13.8600674     -0.876181245     -0.876181245     -0.876181245    
   14.0600681     -0.791919827     -0.791919827     -0.791919827    
   14.2600689     -0.746126294     -0.746126294     -0.746126294    
   14.4600677     -0.739744127     -0.739744127     -0.739744127    
   14.6600685     -0.761900663     -0.761900663     -0.761900663    
   14.8600693     -0.793213129     -0.793213129     -0.793213129    
   15.0600700     -0.811838448     -0.811838448     -0.811838448    
   15.2600670     -0.800300479     -0.800300479     -0.800300479    
   15.4600677     -0.750793815     -0.750793815     -0.750793815    
   15.6600685     -0.667307556     -0.667307556     -0.667307556    
   15.8600693     -0.563959599     -0.563959599     -0.563959599    
   16.0600700     -0.460251212     -0.460251212     -0.460251212    
   16.2600670     -0.374965101     -0.374965101     -0.374965101    
   16.4600677     -0.320742875     -0.320742875     -0.320742875    
   16.6600685     -0.301102757     -0.301102757     -0.301102757    
   16.8600693     -0.310609341     -0.310609341     -0.310609341    
   17.0600700     -0.337891579     -0.337891579     -0.337891579    
   17.2600670     -0.370129377     -0.370129377     -0.370129377    
   17.4600677     -0.397301167     -0.397301167     -0.397301167    
   17.6600685     -0.414712787     -0.414712787     -0.414712787    
   17.8600693     -0.423078269     -0.423078269     -0.423078269    
   18.0600700     -0.426469058     -0.426469058     -0.426469058    
   18.2600670     -0.429245263     -0.429245263     -0.429245263    
   18.4600677     -0.433393210     -0.433393210     -0.433393210    
   18.6600685     -0.437507659     -0.437507659     -0.437507659    
   18.8600693     -0.437829822     -0.437829822     -0.437829822    
   19.0600700     -0.430862844     -0.430862844     -0.430862844    
   19.2600670     -0.416362166     -0.416362166     -0.416362166    
   19.4600677     -0.399244756     -0.399244756     -0.399244756    
   19.6600685     -0.389329404     -0.389329404     -0.389329404    
   19.8600693     -0.398655474     -0.398655474     -0.398655474    
   20.0600700     -0.437111408     -0.437111408     -0.437111408    
   20.2600670     -0.507892609     -0.507892609     -0.507892609    
   20.4600677     -0.604554772     -0.604554772     -0.604554772    
   20.6600685     -0.710900247     -0.710900247     -0.710900247    
   20.8600693     -0.804192185     -0.804192185     -0.804192185    
   21.0600700     -0.860851645     -0.860851645     -0.860851645    
   21.2600670     -0.862952471     -0.862952471     -0.862952471    
   21.4600677     -0.803509951     -0.803509951     -0.803509951    
   21.6600685     -0.688747823     -0.688747823     -0.688747823    
   21.8600693     -0.536641479     -0.536641479     -0.536641479    
   22.0600700     -0.372115344     -0.372115344     -0.372115344    
   22.2600670     -0.220434785     -0.220434785     -0.220434785    
   22.4600677     -0.100877225     -0.100877225     -0.100877225    
   22.6600685      -2.26619914E-02  -2.26619914E-02  -2.26619914E-02
   22.8600693       1.57917663E-02   1.57917663E-02   1.57917663E-02
   23.0600700       2.42465306E-02   2.42465306E-02   2.42465306E-02
   23.2600670       1.58498622E-02   1.58498622E-02   1.58498622E-02
   23.4600677       1.99030596E-03   1.99030596E-03   1.99030596E-03
   23.6600685      -1.13504156E-02  -1.13504156E-02  -1.13504156E-02
   23.8600693      -2.45421436E-02  -2.45421436E-02  -2.45421436E-02
   24.0600700      -4.23984975E-02  -4.23984975E-02  -4.23984975E-02
   24.2600670      -7.03515038E-02  -7.03515038E-02  -7.03515038E-02
   24.4600677     -0.110318892     -0.110318892     -0.110318892    
   24.6600685     -0.157965273     -0.157965273     -0.157965273    
   24.8600693     -0.202535406     -0.202535406     -0.202535406    
   25.0600700     -0.229399636     -0.229399636     -0.229399636    
   25.2600670     -0.224453539     -0.224453539     -0.224453539    
   25.4600677     -0.178835437     -0.178835437     -0.178835437    
   25.6600685      -9.22126248E-02  -9.22126248E-02  -9.22126248E-02
   25.8600693       2.65372004E-02   2.65372004E-02   2.65372004E-02
   26.0600700      0.161526978      0.161526978      0.161526978    
   26.2600670      0.294246614      0.294246614      0.294246614    
   26.4600677      0.408625931      0.408625931      0.408625931    
   26.6600685      0.495117188      0.495117188      0.495117188    
   26.8600693      0.552530825      0.552530825      0.552530825    
   27.0600700      0.587169826      0.587169826      0.587169826    
   27.2600670      0.609778643      0.609778643      0.609778643    
   27.4600677      0.631523907      0.631523907      0.631523907    
   27.6600685      0.660480380      0.660480380      0.660480380    
   27.8600693      0.699802637      0.699802637      0.699802637    
   28.0600700      0.747960508      0.747960508      0.747960508    
   28.2600670      0.800713241      0.800713241      0.800713241    
   28.4600677      0.853750944      0.853750944      0.853750944    
   28.6600685      0.904804766      0.904804766      0.904804766    
   28.8600693      0.954354346      0.954354346      0.954354346    
   29.0600700       1.00466549       1.00466549       1.00466549    
   29.2600670       1.05774522       1.05774522       1.05774522    
   29.4600677       1.11316919       1.11316919       1.11316919    
   29.6600685       1.16695392       1.16695392       1.16695392    
   29.8600693       1.21210945       1.21210945       1.21210945    
   30.0600700       1.24087322       1.24087322       1.24087322    
   30.2600670       1.24781764       1.24781764       1.24781764    
   30.4600677       1.23254371       1.23254371       1.23254371    
   30.6600685       1.20084476       1.20084476       1.20084476    
   30.8600693       1.16355193       1.16355193       1.16355193    
   31.0600700       1.13330340       1.13330340       1.13330340    
   31.2600670       1.12027180       1.12027180       1.12027180    
   31.4600677       1.12835312       1.12835312       1.12835312    
   31.6600685       1.15332150       1.15332150       1.15332150    
   31.8600693       1.18375373       1.18375373       1.18375373    
   32.0600700       1.20458865       1.20458865       1.20458865    
   32.2600670       1.20212281       1.20212281       1.20212281    
   32.4600677       1.16878676       1.16878676       1.16878676    
   32.6600685       1.10577893       1.10577893       1.10577893    
   32.8600693       1.02268386       1.02268386       1.02268386    
   33.0600700      0.934018135      0.934018135      0.934018135    
   33.2600670      0.853892267      0.853892267      0.853892267    
   33.4600677      0.790796578      0.790796578      0.790796578    
   33.6600685      0.744459748      0.744459748      0.744459748    
   33.8600693      0.706097722      0.706097722      0.706097722    
   34.0600700      0.662171423      0.662171423      0.662171423    
   34.2600670      0.600428283      0.600428283      0.600428283    
   34.4600677      0.516000092      0.516000092      0.516000092    
   34.6600685      0.415372580      0.415372580      0.415372580    
   34.8600693      0.316390097      0.316390097      0.316390097    
   35.0600700      0.243974492      0.243974492      0.243974492    
   35.2600670      0.222745448      0.222745448      0.222745448    
   35.4600677      0.268783927      0.268783927      0.268783927    
   35.6600685      0.383385599      0.383385599      0.383385599    
   35.8600693      0.550957620      0.550957620      0.550957620    
   36.0600700      0.742086411      0.742086411      0.742086411    
   36.2600670      0.920965910      0.920965910      0.920965910    
   36.4600677       1.05500853       1.05500853       1.05500853    
   36.6600685       1.12366021       1.12366021       1.12366021    
   36.8600693       1.12369859       1.12369859       1.12369859    
   37.0600700       1.06931710       1.06931710       1.06931710    
   37.2600670      0.987200975      0.987200975      0.987200975    
   37.4600677      0.908100903      0.908100903      0.908100903    
   37.6600685      0.857850909      0.857850909      0.857850909    
   37.8600693      0.850550473      0.850550473      0.850550473    
   38.0600700      0.886009932      0.886009932      0.886009932    
   38.2600670      0.951961577      0.951961577      0.951961577    
   38.4600677       1.02996969       1.02996969       1.02996969    
   38.6600685       1.10273433       1.10273433       1.10273433    
   38.8600693       1.16016912       1.16016912       1.16016912    
   39.0600700       1.20223451       1.20223451       1.20223451    
   39.2600670       1.23768413       1.23768413       1.23768413    
   39.4600677       1.27952111       1.27952111       1.27952111    
   39.6600685       1.33898830       1.33898830       1.33898830    
   39.8600693       1.42045963       1.42045963       1.42045963    
   40.0600700       1.51915431       1.51915431       1.51915431    
   40.2600670       1.62238610       1.62238610       1.62238610    
   40.4600677       1.71390128       1.71390128       1.71390128    
   40.6600685       1.77943826       1.77943826       1.77943826    
   40.8600693       1.81147897       1.81147897       1.81147897    
   41.0600700       1.81139612       1.81139612       1.81139612    
   41.2600670       1.78824651       1.78824651       1.78824651    
   41.4600677       1.75478828       1.75478828       1.75478828    
   41.6600685       1.72239244       1.72239244       1.72239244    
   41.8600693       1.69689846       1.69689846       1.69689846    
   42.0600700       1.67703998       1.67703998       1.67703998    
   42.2600670       1.65614951       1.65614951       1.65614951    
   42.4600677       1.62634432       1.62634432       1.62634432    
   42.6600685       1.58349943       1.58349943       1.58349943    
   42.8600693       1.53082645       1.53082645       1.53082645    
   43.0600700       1.47940731       1.47940731       1.47940731    
   43.2600670       1.44503069       1.44503069       1.44503069    
   43.4600677       1.44236755       1.44236755       1.44236755    
   43.6600685       1.47843897       1.47843897       1.47843897    
   43.8600693       1.54797590       1.54797590       1.54797590    
   44.0600700       1.63261199       1.63261199       1.63261199    
   44.2600670       1.70477915       1.70477915       1.70477915    
   44.4600677       1.73532438       1.73532438       1.73532438    
   44.6600685       1.70254290       1.70254290       1.70254290    
   44.8600693       1.59961605       1.59961605       1.59961605    
   45.0600700       1.43785095       1.43785095       1.43785095    
   45.2600670       1.24431622       1.24431622       1.24431622    
   45.4600677       1.05440521       1.05440521       1.05440521    
   45.6600685      0.901619554      0.901619554      0.901619554    
   45.8600693      0.807742774      0.807742774      0.807742774    
   46.0600700      0.776674211      0.776674211      0.776674211    
   46.2600670      0.793908834      0.793908834      0.793908834    
   46.4600677      0.831888974      0.831888974      0.831888974    
   46.6600723      0.859337866      0.859337866      0.859337866    
   46.8600693      0.851477206      0.851477206      0.851477206    
   47.0600662      0.797679424      0.797679424      0.797679424    
   47.2600708      0.703919291      0.703919291      0.703919291    
   47.4600677      0.589355350      0.589355350      0.589355350    
   47.6600723      0.478198349      0.478198349      0.478198349    
   47.8600693      0.389892787      0.389892787      0.389892787    
   48.0600662      0.331053495      0.331053495      0.331053495    
   48.2600708      0.292128831      0.292128831      0.292128831    
   48.4600677      0.250084132      0.250084132      0.250084132    
   48.6600723      0.176291436      0.176291436      0.176291436    
   48.8600693       4.70129028E-02   4.70129028E-02   4.70129028E-02
   49.0600662     -0.147148341     -0.147148341     -0.147148341    
   49.2600708     -0.396151453     -0.396151453     -0.396151453    
   49.4600677     -0.671634674     -0.671634674     -0.671634674    
   49.6600723     -0.934202313     -0.934202313     -0.934202313    
   49.8600693      -1.14444923      -1.14444923      -1.14444923    
   50.0600662      -1.27446568      -1.27446568      -1.27446568    
   50.2600708      -1.31589389      -1.31589389      -1.31589389    
   50.4600677      -1.28215063      -1.28215063      -1.28215063    
   50.6600723      -1.20407605      -1.20407605      -1.20407605    
   50.8600693      -1.12055111      -1.12055111      -1.12055111    
   51.0600662      -1.06701303      -1.06701303      -1.06701303    
   51.2600708      -1.06578302      -1.06578302      -1.06578302    
   51.4600677      -1.12090027      -1.12090027      -1.12090027    
   51.6600723      -1.21903038      -1.21903038      -1.21903038    
   51.8600693      -1.33566988      -1.33566988      -1.33566988    
   52.0600662      -1.44433928      -1.44433928      -1.44433928    
   52.2600708      -1.52539086      -1.52539086      -1.52539086    
   52.4600677      -1.57155192      -1.57155192      -1.57155192    
   52.6600723      -1.58844101      -1.58844101      -1.58844101    
   52.8600693      -1.59019017      -1.59019017      -1.59019017    
   53.0600662      -1.59207129      -1.59207129      -1.59207129    
   53.2600708      -1.60300934      -1.60300934      -1.60300934    
   53.4600677      -1.62081397      -1.62081397      -1.62081397    
   53.6600723      -1.63204992      -1.63204992      -1.63204992    
   53.8600693      -1.61666572      -1.61666572      -1.61666572    
   54.0600662      -1.55581844      -1.55581844      -1.55581844    
   54.2600708      -1.44015157      -1.44015157      -1.44015157    
   54.4600677      -1.27555978      -1.27555978      -1.27555978    
   54.6600723      -1.08415067      -1.08415067      -1.08415067    
   54.8600693     -0.899952650     -0.899952650     -0.899952650    
   55.0600662     -0.760309398     -0.760309398     -0.760309398    
   55.2600708     -0.695684433     -0.695684433     -0.695684433    
   55.4600677     -0.720897138     -0.720897138     -0.720897138    
   55.6600723     -0.830518603     -0.830518603     -0.830518603    
   55.8600693     -0.999810457     -0.999810457     -0.999810457    
   56.0600662      -1.19088876      -1.19088876      -1.19088876    
   56.2600708      -1.36226141      -1.36226141      -1.36226141    
   56.4600677      -1.47880876      -1.47880876      -1.47880876    
   56.6600723      -1.51957500      -1.51957500      -1.51957500    
   56.8600693      -1.48115242      -1.48115242      -1.48115242    
   57.0600662      -1.37629259      -1.37629259      -1.37629259    
   57.2600708      -1.22847950      -1.22847950      -1.22847950    
   57.4600677      -1.06461442      -1.06461442      -1.06461442    
   57.6600723     -0.908035636     -0.908035636     -0.908035636    
   57.8600693     -0.773958206     -0.773958206     -0.773958206    
   58.0600662     -0.668205559     -0.668205559     -0.668205559    
   58.2600708     -0.589077711     -0.589077711     -0.589077711    
   58.4600677     -0.531099916     -0.531099916     -0.531099916    
   58.6600723     -0.488966942     -0.488966942     -0.488966942    
   58.8600693     -0.460180193     -0.460180193     -0.460180193    
   59.0600662     -0.445530415     -0.445530415     -0.445530415    
   59.2600708     -0.447552264     -0.447552264     -0.447552264    
   59.4600677     -0.467831492     -0.467831492     -0.467831492    
   59.6600723     -0.504485488     -0.504485488     -0.504485488    
   59.8600693     -0.551054776     -0.551054776     -0.551054776    
   60.0600662     -0.597405255     -0.597405255     -0.597405255    
   60.2600708     -0.632465184     -0.632465184     -0.632465184    
   60.4600677     -0.647887826     -0.647887826     -0.647887826    
   60.6600723     -0.641322672     -0.641322672     -0.641322672    
   60.8600693     -0.618061066     -0.618061066     -0.618061066    
   61.0600662     -0.590296745     -0.590296745     -0.590296745    
   61.2600708     -0.574140191     -0.574140191     -0.574140191    
   61.4600677     -0.585145116     -0.585145116     -0.585145116    
   61.6600723     -0.633716643     -0.633716643     -0.633716643    
   61.8600693     -0.721742153     -0.721742153     -0.721742153    
   62.0600662     -0.841549098     -0.841549098     -0.841549098    
   62.2600708     -0.977429032     -0.977429032     -0.977429032    
   62.4600677      -1.10925448      -1.10925448      -1.10925448    
