   691908.000       0.00000000      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   562643.688       4.08496094      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   277235.250       17.9614925      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   204192.125       24.4097347      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   176322.328       30.3430157      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   108614.031       39.2550507      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   84648.5781       50.6735420      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   71389.0391       64.9486160      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   57519.6328       90.2326508      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   45274.0000       119.483955      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   41049.5078       156.495667      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   38116.3906       184.146927      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   35183.8359       217.773483      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   28826.0684       225.170120      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   25761.0195       251.820755      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   18639.5898       277.596405      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   16514.6250       306.522308      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   14770.9355       330.370117      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   11318.5439       351.674591      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   10745.4893       353.299286      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   10567.9736       359.361969      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   10147.2959       366.694946      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   9742.27637       373.856964      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   8999.51855       377.106567      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   8870.10742       382.701996      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   8806.72949       385.963318      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   8364.90234       386.558929      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   7889.97266       387.605316      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   7790.05176       388.943787      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   7395.69043       394.300110      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   7004.56152       396.290894      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   2260.01270       396.401825      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   2039.56592       398.213562      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1964.52441       405.020447      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1688.03564       391.353241      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1686.31323       389.621796      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1546.57764       387.713470      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1541.64282       387.684143      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1550.81079       386.811371      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   1508.20703       382.470459      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   851.801270       377.929260      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   791.778564       378.027069      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   741.137207       380.226105      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   744.812744       384.168060      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   713.962158       381.791412      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   501.448486       386.137054      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   417.110352       382.348663      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   357.306396       386.958069      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   207.914795       386.618988      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
   211.317139       385.035828      -1381.51770       4.57804208E-41   3.38813179E-21   1.40129846E-45   0.00000000    
