  0.562121749      0.477736235      0.425219089      0.371585608       3.80101466       3.59025645       3.33410263       3.25108337       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.477736235      0.425219089      0.486664265       3.80101466       3.59032702       3.33410263       3.25108337       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.477736235      0.425219089      0.486664265       3.80101466       3.59058022       3.33410263       3.27941155       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.784690857      0.425219089      0.486664265       3.80105829       3.59058022       3.33410263       3.31809735       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.784690857      0.425219089      0.486664265       3.80105829       3.59103084       3.40435886       3.33104873       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.784690857      0.561428547      0.486664265       3.80104876       3.59105873       3.40435886       3.33104873       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.784690857      0.561428547      0.486664265       3.80104876       3.59041500       3.21601677       3.28854656       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.761308014      0.561428547      0.486664265       3.80104876       3.59041500       3.21601677       3.28854656       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.761308014      0.561428547      0.486664265       3.80104876       3.58896756       3.35232401       3.15058565       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.761308014      0.561428547      0.486664265       3.80104876       3.58736324       3.35232401       3.15058565       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.761308014      0.561428547      0.486664265       3.80089688       3.58596611       3.31205201       3.15058565       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.761308014      0.653181851      0.486664265       3.80086446       3.58596611       3.31205201       3.15058565       1.00000000       1.00000000       1.00000000       1.00000000    
  0.700210333      0.761308014      0.653181851      0.486664265       3.80086446       3.58596611       3.28877735       3.15058565       1.00000000       1.00000000       1.00000000       1.00000000    
  0.717297614      0.761308014      0.653181851      0.547423184       3.80086446       3.58596611       3.28877735       3.15058565       1.00000000       1.00000000       1.00000000       1.00000000    
  0.736519396      0.761308014      0.653181851      0.547423184       3.80086446       3.58596611       3.27186179       3.10422325       1.00000000       1.00000000       1.00000000       1.00000000    
  0.736519396      0.620077729      0.653181851      0.547423184       3.80086446       3.58548522       3.27186179       3.12713742       1.00000000       1.00000000       1.00000000       1.00000000    
  0.736519396      0.646860778      0.653181851      0.547423184       3.80086446       3.58313179       3.27186179       3.12713742       1.00000000       1.00000000       1.00000000       1.00000000    
