5.220000000000000284e+01 2.787805523601976088e+00 5.897243358682864589e-02
5.455000000000000426e+01 2.635103543815393579e+00 5.897243358682864589e-02
5.615000000000000568e+01 2.889069658994958711e+00 5.897243358682864589e-02
5.785000000000000142e+01 2.684899669430271807e+00 5.897243358682864589e-02
5.975000000000000000e+01 3.200156280814733467e+00 5.897243358682864589e-02
6.150000000000000000e+01 3.092939882137300867e+00 5.897243358682864589e-02
6.330000000000000426e+01 2.728875300131769599e+00 5.897243358682864589e-02
6.540000000000000568e+01 2.849412481359463456e+00 5.897243358682864589e-02
6.725000000000000000e+01 3.334373796497311471e+00 5.897243358682864589e-02
6.954999999999999716e+01 3.336918678268507410e+00 5.897243358682864589e-02
7.195000000000000284e+01 3.371533109042095244e+00 5.897243358682864589e-02
7.404999999999999716e+01 3.224950108004671190e+00 5.897243358682864589e-02
7.629999999999999716e+01 3.281278489644814389e+00 5.897243358682864589e-02
7.810000000000000853e+01 3.812539121930934360e+00 5.897243358682864589e-02
8.050000000000000000e+01 3.966273671329855421e+00 5.897243358682864589e-02
8.245000000000000284e+01 3.606570820121592913e+00 5.897243358682864589e-02
8.500000000000000000e+01 3.771948690327774578e+00 5.897243358682864589e-02
8.705000000000001137e+01 3.798091775394706104e+00 5.897243358682864589e-02
8.875000000000000000e+01 3.677331377672011570e+00 5.897243358682864589e-02
9.095000000000000284e+01 3.582745884026702132e+00 5.897243358682864589e-02
9.285000000000000853e+01 4.022747480539461407e+00 5.897243358682864589e-02
9.465000000000000568e+01 4.202394437031128582e+00 5.897243358682864589e-02
9.710000000000000853e+01 3.706746015945984851e+00 5.897243358682864589e-02
9.930000000000001137e+01 3.825016541892190869e+00 5.897243358682864589e-02
1.012500000000000000e+02 3.812724890690926571e+00 5.897243358682864589e-02
1.040000000000000000e+02 4.171583110398496608e+00 5.897243358682864589e-02
1.066000000000000085e+02 5.035010827586844151e+00 5.897243358682864589e-02
1.087000000000000028e+02 4.459207313802310502e+00 5.897243358682864589e-02
1.111000000000000085e+02 3.728045934132649286e+00 5.897243358682864589e-02
1.138000000000000114e+02 3.988337738006468403e+00 5.897243358682864589e-02
1.156000000000000085e+02 4.311994685963775886e+00 5.897243358682864589e-02
1.177000000000000028e+02 4.148797697354680736e+00 5.897243358682864589e-02
1.197000000000000028e+02 4.108592964182723684e+00 5.897243358682864589e-02
1.211500000000000057e+02 3.809728121484912577e+00 5.897243358682864589e-02
1.234500000000000028e+02 3.809235357776182607e+00 5.897243358682864589e-02
1.251000000000000085e+02 3.560098221026882559e+00 5.897243358682864589e-02
1.273500000000000085e+02 3.000136368748152815e+00 5.897243358682864589e-02
1.296500000000000057e+02 3.128285098451994983e+00 5.897243358682864589e-02
1.320500000000000114e+02 3.177636370237428398e+00 5.897243358682864589e-02
1.346500000000000057e+02 2.948793271852006015e+00 5.897243358682864589e-02
1.364000000000000057e+02 2.656736295393669955e+00 5.897243358682864589e-02
1.384500000000000171e+02 2.871216779815520592e+00 5.897243358682864589e-02
1.409500000000000171e+02 2.535773542672363323e+00 5.897243358682864589e-02
1.427000000000000171e+02 2.948289669640840049e+00 5.897243358682864589e-02
1.446500000000000057e+02 2.754486756113196044e+00 5.897243358682864589e-02
1.465500000000000114e+02 2.577682593548757062e+00 5.897243358682864589e-02
1.483499999999999943e+02 2.183689879438814430e+00 5.897243358682864589e-02
