   42.2600670       4.40239477       0.00000000    
   42.4600677       4.39022970       0.00000000    
   42.6600685       4.37558889       0.00000000    
   42.8600693       4.35813093       0.00000000    
   43.0600700       4.33840132       0.00000000    
   43.2600670       4.31839705       0.00000000    
   43.4600677       4.30146456       0.00000000    
   43.6600685       4.29145288       0.00000000    
   43.8600693       4.29133701       0.00000000    
   44.0600700       4.30179691       0.00000000    
   44.2600670       4.32029724       0.00000000    
   44.4600677       4.34111786       0.00000000    
   44.6600685       4.35645580       0.00000000    
   44.8600693       4.35837746       0.00000000    
   45.0600700       4.34105873       0.00000000    
   45.2600670       4.30260563       0.00000000    
   45.4600677       4.24583197       0.00000000    
   45.6600685       4.17770147       0.00000000    
   45.8600693       4.10752487       0.00000000    
   46.0600700       4.04445171       0.00000000    
   46.2600670       3.99501729       0.00000000    
   46.4600677       3.96150422       0.00000000    
   46.6600723       3.94162512       0.00000000    
   46.8600693       3.92959332       0.00000000    
   47.0600662       3.91820359       0.00000000    
   47.2600708       3.90119410       0.00000000    
   47.4600677       3.87511611       0.00000000    
   47.6600723       3.84006000       0.00000000    
   47.8600693       3.79906416       0.00000000    
   48.0600662       3.75641990       0.00000000    
   48.2600708       3.71554303       0.00000000    
   48.4600677       3.67719102       0.00000000    
   48.6600723       3.63871241       0.00000000    
   48.8600693       3.59465790       0.00000000    
   49.0600662       3.53858185       0.00000000    
   49.2600708       3.46546102       0.00000000    
   49.4600677       3.37390208       0.00000000    
   49.6600723       3.26733661       0.00000000    
   49.8600693       3.15377855       0.00000000    
   50.0600662       3.04408026       0.00000000    
   50.2600708       2.94925046       0.00000000    
   50.4600677       2.87758470       0.00000000    
   50.6600723       2.83252120       0.00000000    
   50.8600693       2.81186318       0.00000000    
   51.0600662       2.80858302       0.00000000    
   51.2600708       2.81293130       0.00000000    
   51.4600677       2.81517196       0.00000000    
   51.6600723       2.80809641       0.00000000    
   51.8600693       2.78857875       0.00000000    
   52.0600662       2.75777435       0.00000000    
   52.2600708       2.72003722       0.00000000    
   52.4600677       2.68102455       0.00000000    
   52.6600723       2.64570093       0.00000000    
   52.8600693       2.61694574       0.00000000    
   53.0600662       2.59517455       0.00000000    
   53.2600708       2.57903433       0.00000000    
   53.4600677       2.56679916       0.00000000    
   53.6600723       2.55785561       0.00000000    
   53.8600693       2.55364752       0.00000000    
   54.0600662       2.55764294       0.00000000    
   54.2600708       2.57426548       0.00000000    
   54.4600677       2.60711718       0.00000000    
   54.6600723       2.65711308       0.00000000    
   54.8600693       2.72120261       0.00000000    
   55.0600662       2.79222178       0.00000000    
   55.2600708       2.86001968       0.00000000    
   55.4600677       2.91364646       0.00000000    
   55.6600723       2.94399500       0.00000000    
   55.8600693       2.94614816       0.00000000    
   56.0600662       2.92075014       0.00000000    
   56.2600708       2.87400556       0.00000000    
   56.4600677       2.81630993       0.00000000    
   56.6600723       2.75989056       0.00000000    
   56.8600693       2.71613836       0.00000000    
   57.0600662       2.69330788       0.00000000    
   57.2600708       2.69517040       0.00000000    
   57.4600677       2.72083950       0.00000000    
   57.6600723       2.76569176       0.00000000    
   57.8600693       2.82296324       0.00000000    
   58.0600662       2.88551211       0.00000000    
   58.2600708       2.94723392       0.00000000    
   58.4600677       3.00382924       0.00000000    
   58.6600723       3.05287099       0.00000000    
   58.8600693       3.09334469       0.00000000    
   59.0600662       3.12499142       0.00000000    
   59.2600708       3.14777303       0.00000000    
   59.4600677       3.16166830       0.00000000    
   59.6600723       3.16683364       0.00000000    
   59.8600693       3.16397381       0.00000000    
   60.0600662       3.15468049       0.00000000    
   60.2600708       3.14149761       0.00000000    
   60.4600677       3.12758708       0.00000000    
   60.6600723       3.11602688       0.00000000    
   60.8600693       3.10894346       0.00000000    
   61.0600662       3.10676646       0.00000000    
   61.2600708       3.10788846       0.00000000    
   61.4600677       3.10888934       0.00000000    
   61.6600723       3.10533047       0.00000000    
   61.8600693       3.09291887       0.00000000    
   62.0600662       3.06872869       0.00000000    
   62.2600708       3.03213835       0.00000000    
   62.4600677       2.98521185       0.00000000    
   62.6600723       2.93240356       0.00000000    
   62.8600693       2.87967968       0.00000000    
   63.0600662       2.83326578       0.00000000    
   63.2600708       2.79837656       0.00000000    
   63.4600677       2.77821684       0.00000000    
   63.6600723       2.77349854       0.00000000    
   63.8600693       2.78254342       0.00000000    
   64.0600662       2.80190015       0.00000000    
   64.2600708       2.82727265       0.00000000    
   64.4600677       2.85452056       0.00000000    
   64.6600723       2.88049507       0.00000000    
   64.8600693       2.90354609       0.00000000    
   65.0600662       2.92365170       0.00000000    
   65.2600708       2.94218683       0.00000000    
   65.4600677       2.96144390       0.00000000    
   65.6600723       2.98402596       0.00000000    
   65.8600693       3.01222515       0.00000000    
   66.0600662       3.04749584       0.00000000    
   66.2600708       3.09006166       0.00000000    
   66.4600677       3.13871241       0.00000000    
   66.6600723       3.19081330       0.00000000    
   66.8600693       3.24252772       0.00000000    
   67.0600662       3.28928828       0.00000000    
   67.2600708       3.32645297       0.00000000    
   67.4600677       3.35010886       0.00000000    
   67.6600723       3.35788894       0.00000000    
   67.8600693       3.34964538       0.00000000    
   68.0600662       3.32780981       0.00000000    
   68.2600708       3.29730606       0.00000000    
   68.4600677       3.26495028       0.00000000    
   68.6600723       3.23837996       0.00000000    
   68.8600693       3.22469664       0.00000000    
   69.0600662       3.22906280       0.00000000    
   69.2600708       3.25356984       0.00000000    
   69.4600677       3.29663897       0.00000000    
   69.6600723       3.35314178       0.00000000    
   69.8600693       3.41523361       0.00000000    
   70.0600662       3.47378492       0.00000000    
   70.2600708       3.52008867       0.00000000    
   70.4600677       3.54749703       0.00000000    
   70.6600723       3.55263472       0.00000000    
   70.8600693       3.53590798       0.00000000    
   71.0600662       3.50123620       0.00000000    
   71.2600708       3.45507598       0.00000000    
   71.4600677       3.40499377       0.00000000    
   71.6600723       3.35812068       0.00000000    
   71.8600693       3.31985664       0.00000000    
   72.0600662       3.29308414       0.00000000    
