  -10.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -9.80000019       0.00000000       0.00000000       0.00000000       0.00000000    
  -9.60000038       0.00000000       0.00000000       0.00000000       0.00000000    
  -9.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
  -9.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -9.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -8.80000019       0.00000000       0.00000000       0.00000000       0.00000000    
  -8.60000038       0.00000000       0.00000000       0.00000000       0.00000000    
  -8.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
  -8.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -8.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -7.80000019       0.00000000       0.00000000       0.00000000       0.00000000    
  -7.59999990       0.00000000       0.00000000       0.00000000       0.00000000    
  -7.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
  -7.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -7.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -6.80000019       0.00000000       0.00000000       0.00000000       0.00000000    
  -6.59999990       0.00000000       0.00000000       0.00000000       0.00000000    
  -6.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
  -6.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -6.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -5.79999971       0.00000000       0.00000000       0.00000000       0.00000000    
  -5.59999990       0.00000000       0.00000000       0.00000000       0.00000000    
  -5.40000010       0.00000000       0.00000000       0.00000000       0.00000000    
  -5.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -5.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -4.79999971       0.00000000       0.00000000       0.00000000       0.00000000    
  -4.59999990       0.00000000       0.00000000       0.00000000       0.00000000    
  -4.40000010       0.00000000       0.00000000       0.00000000       0.00000000    
  -4.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -4.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -3.79999971       0.00000000       0.00000000       0.00000000       0.00000000    
  -3.59999990       0.00000000       0.00000000       0.00000000       0.00000000    
  -3.40000010       0.00000000       0.00000000       0.00000000       0.00000000    
  -3.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -3.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -2.79999971       0.00000000       0.00000000       0.00000000       0.00000000    
  -2.59999990       0.00000000       0.00000000       0.00000000       0.00000000    
  -2.40000010       0.00000000       0.00000000       0.00000000       0.00000000    
  -2.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -2.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -1.80000019       0.00000000       0.00000000       0.00000000       0.00000000    
  -1.59999943       0.00000000       0.00000000       0.00000000       0.00000000    
  -1.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
  -1.19999981       0.00000000       0.00000000       0.00000000       0.00000000    
  -1.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
 -0.800000191       0.00000000       0.00000000       0.00000000       0.00000000    
 -0.599999428       0.00000000       0.00000000       0.00000000       0.00000000    
 -0.399999619       0.00000000       0.00000000       0.00000000       0.00000000    
 -0.199999809       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  0.199999809      0.278124660      0.136163488       7.53594637E-02   4.55220938E-02
  0.400000572      0.174858734      0.150309235      0.121480897       9.10444111E-02
  0.600000381       8.94286335E-02  0.102432996       9.35004205E-02   8.09383318E-02
  0.800000191       4.21394818E-02   6.06083311E-02   6.82545751E-02   6.40362799E-02
   1.00000000       1.91344228E-02   3.67179215E-02   4.51067835E-02   4.94178385E-02
   1.19999981       8.52502510E-03   2.08650511E-02   3.07308640E-02   3.54350433E-02
   1.40000057       3.82034737E-03   1.12249972E-02   1.87842883E-02   2.56559886E-02
   1.60000038       1.71955384E-03   6.03087526E-03   1.25509370E-02   1.79159269E-02
   1.80000019       7.75088207E-04   3.49885691E-03   7.71027990E-03   1.24196634E-02
   2.00000000       3.49122594E-04   1.92774914E-03   4.83560190E-03   8.65430664E-03
   2.19999981       1.58558410E-04   1.02822727E-03   3.07700923E-03   5.81339421E-03
   2.40000057       7.22741024E-05   5.65835799E-04   1.80225004E-03   4.07689065E-03
   2.60000038       3.33312637E-05   3.27165821E-04   1.21928402E-03   2.67554400E-03
   2.80000019       1.55835878E-05   1.80256422E-04   7.32603716E-04   1.90550915E-03
   3.00000000       7.14694079E-06   9.65724685E-05   4.76695248E-04   1.23686669E-03
   3.19999981       1.14539716E-06   5.43298265E-05   2.97547842E-04   8.93018674E-04
   3.40000057       1.01037101E-09   3.15964717E-05   1.82129530E-04   5.73590980E-04
   3.60000038       0.00000000       1.76698250E-05   1.19608056E-04   4.19005373E-04
   3.80000019       0.00000000       9.65886920E-06   7.11450193E-05   2.66131101E-04
   4.00000000       0.00000000       5.52847587E-06   4.77658941E-05   1.96411129E-04
   4.19999981       0.00000000       2.35443554E-06   2.94557703E-05   1.26691128E-04
   4.40000057       0.00000000       4.99774501E-07   1.89039274E-05   9.20825842E-05
   4.60000038       0.00000000       6.12072282E-10   1.22464708E-05   6.08919727E-05
   4.80000019       0.00000000       1.17416354E-10   7.43763849E-06   4.33972054E-05
   5.00000000       0.00000000       0.00000000       5.05337721E-06   2.92746699E-05
   5.19999981       0.00000000       0.00000000       2.92838808E-06   2.05261713E-05
   5.40000057       0.00000000       0.00000000       1.30222770E-06   1.41521641E-05
   5.60000038       0.00000000       0.00000000       3.69513771E-07   9.80652840E-06
   5.80000019       0.00000000       0.00000000       5.94379514E-08   6.90167417E-06
   6.00000000       0.00000000       0.00000000       2.48372489E-10   4.72195143E-06
   6.20000076       0.00000000       0.00000000       0.00000000       3.34107585E-06
   6.39999962       0.00000000       0.00000000       0.00000000       2.10646203E-06
   6.60000038       0.00000000       0.00000000       0.00000000       1.12415330E-06
   6.80000114       0.00000000       0.00000000       0.00000000       3.47014520E-07
   7.00000000       0.00000000       0.00000000       0.00000000       1.59709018E-07
   7.20000076       0.00000000       0.00000000       0.00000000       3.24075877E-10
   7.39999962       0.00000000       0.00000000       0.00000000       1.58703911E-10
   7.60000038       0.00000000       0.00000000       0.00000000       0.00000000    
   7.80000114       0.00000000       0.00000000       0.00000000       0.00000000    
   8.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   8.20000076       0.00000000       0.00000000       0.00000000       0.00000000    
   8.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
   8.60000038       0.00000000       0.00000000       0.00000000       0.00000000    
   8.80000114       0.00000000       0.00000000       0.00000000       0.00000000    
   9.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   9.20000076       0.00000000       0.00000000       0.00000000       0.00000000    
   9.39999962       0.00000000       0.00000000       0.00000000       0.00000000    
   9.60000038       0.00000000       0.00000000       0.00000000       0.00000000    
   9.80000114       0.00000000       0.00000000       0.00000000       0.00000000    
   10.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   10.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   10.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   10.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   10.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   11.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   11.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   11.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   11.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   11.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   12.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   12.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   12.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   12.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   12.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   13.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   13.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   13.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   13.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   13.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   14.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   14.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   14.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   14.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   14.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   15.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   15.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   15.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   15.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   15.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   16.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   16.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   16.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   16.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   16.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   17.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   17.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   17.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   17.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   17.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   18.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
   18.2000008       0.00000000       0.00000000       0.00000000       0.00000000    
   18.3999996       0.00000000       0.00000000       0.00000000       0.00000000    
   18.6000004       0.00000000       0.00000000       0.00000000       0.00000000    
   18.8000011       0.00000000       0.00000000       0.00000000       0.00000000    
   19.0000000       0.00000000       0.00000000       0.00000000       0.00000000    
